shipment_id,product_id,shipment_date,warehouse,quantity_received,quantity_damaged,transport_cost
SHIP0884,PROD084,2025-06-03,Kano,266,9,2657
SHIP0885,PROD085,2025-06-04,Ibadan,273,12,2694
SHIP0886,PROD086,2025-06-05,Lagos,280,15,2731
SHIP0887,PROD087,2025-06-06,Abuja,287,2,2768
SHIP0888,PROD088,2025-06-07,Port Harcourt,294,5,2805
SHIP0889,PROD089,2025-06-08,Kano,301,8,2842
SHIP0890,PROD090,2025-06-09,Ibadan,308,11,2879
SHIP0891,PROD091,2025-06-10,Lagos,315,14,2916
SHIP0892,PROD092,2025-06-11,Abuja,322,1,2953
SHIP0893,PROD093,2025-06-12,Port Harcourt,329,4,2990
SHIP0894,PROD094,2025-06-13,Kano,336,7,826
SHIP0895,PROD095,2025-06-14,Ibadan,343,10,863
SHIP0896,PROD096,2025-06-15,Lagos,350,13,900
SHIP0897,PROD097,2025-06-16,Abuja,357,0,937
SHIP0898,PROD098,2025-06-17,Port Harcourt,364,3,974
SHIP0899,PROD099,2025-06-18,Kano,371,6,1011
SHIP0900,PROD100,2025-06-19,Ibadan,378,9,1048
SHIP0901,PROD001,2025-06-20,Lagos,385,12,1085
SHIP0902,PROD002,2025-06-21,Abuja,392,15,1122
SHIP0903,PROD003,2025-06-22,Port Harcourt,399,2,1159
SHIP0904,PROD004,2025-06-23,Kano,406,5,1196
SHIP0905,PROD005,2025-06-24,Ibadan,413,8,1233
SHIP0906,PROD006,2025-06-25,Lagos,420,11,1270
SHIP0907,PROD007,2025-06-26,Abuja,427,14,1307
SHIP0908,PROD008,2025-06-27,Port Harcourt,434,1,1344
SHIP0909,PROD009,2025-06-28,Kano,441,4,1381
SHIP0910,PROD010,2025-06-29,Ibadan,448,7,1418
SHIP0911,PROD011,2025-06-30,Lagos,455,10,1455
SHIP0912,PROD012,2025-07-01,Abuja,462,13,1492
SHIP0913,PROD013,2025-07-02,Port Harcourt,469,0,1529
SHIP0914,PROD014,2025-07-03,Kano,476,3,1566
SHIP0915,PROD015,2025-07-04,Ibadan,483,6,1603
SHIP0916,PROD016,2025-07-05,Lagos,490,9,1640
SHIP0917,PROD017,2025-07-06,Abuja,497,12,1677
SHIP0918,PROD018,2025-07-07,Port Harcourt,103,15,1714
SHIP0919,PROD019,2025-07-08,Kano,110,2,1751
SHIP0920,PROD020,2025-07-09,Ibadan,117,5,1788
SHIP0921,PROD021,2025-07-10,Lagos,124,8,1825
SHIP0922,PROD022,2025-07-11,Abuja,131,11,1862
SHIP0923,PROD023,2025-07-12,Port Harcourt,138,14,1899
SHIP0924,PROD024,2025-07-13,Kano,145,1,1936
SHIP0925,PROD025,2025-07-14,Ibadan,152,4,1973
SHIP0926,PROD026,2025-07-15,Lagos,159,7,2010
SHIP0927,PROD027,2025-07-16,Abuja,166,10,2047
SHIP0928,PROD028,2025-07-17,Port Harcourt,173,13,2084
SHIP0929,PROD029,2025-07-18,Kano,180,0,2121
SHIP0930,PROD030,2025-07-19,Ibadan,187,3,2158
SHIP0931,PROD031,2025-07-20,Lagos,194,6,2195
SHIP0932,PROD032,2025-07-21,Abuja,201,9,2232
SHIP0933,PROD033,2025-07-22,Port Harcourt,208,12,2269
SHIP0934,PROD034,2025-07-23,Kano,215,15,2306
SHIP0935,PROD035,2025-07-24,Ibadan,222,2,2343
SHIP0936,PROD036,2025-07-25,Lagos,229,5,2380
SHIP0937,PROD037,2025-07-26,Abuja,236,8,2417
SHIP0938,PROD038,2025-07-27,Port Harcourt,243,11,2454
SHIP0939,PROD039,2025-07-28,Kano,250,14,2491
SHIP0940,PROD040,2025-07-29,Ibadan,257,1,2528
SHIP0941,PROD041,2025-07-30,Lagos,264,4,2565
SHIP0942,PROD042,2025-07-31,Abuja,271,7,2602
SHIP0943,PROD043,2025-08-01,Port Harcourt,278,10,2639
SHIP0944,PROD044,2025-08-02,Kano,285,13,2676
SHIP0945,PROD045,2025-08-03,Ibadan,292,0,2713
SHIP0946,PROD046,2025-08-04,Lagos,299,3,2750
SHIP0947,PROD047,2025-08-05,Abuja,306,6,2787
SHIP0948,PROD048,2025-08-06,Port Harcourt,313,9,2824
SHIP0949,PROD049,2025-08-07,Kano,320,12,2861
SHIP0950,PROD050,2025-08-08,Ibadan,327,15,2898
SHIP0951,PROD051,2025-08-09,Lagos,334,2,2935
SHIP0952,PROD052,2025-08-10,Abuja,341,5,2972
SHIP0953,PROD053,2025-08-11,Port Harcourt,348,8,808
SHIP0954,PROD054,2025-08-12,Kano,355,11,845
SHIP0955,PROD055,2025-08-13,Ibadan,362,14,882
SHIP0956,PROD056,2025-08-14,Lagos,369,1,919
SHIP0957,PROD057,2025-08-15,Abuja,376,4,956
SHIP0958,PROD058,2025-08-16,Port Harcourt,383,7,993
SHIP0959,PROD059,2025-08-17,Kano,390,10,1030
SHIP0960,PROD060,2025-08-18,Ibadan,397,13,1067
SHIP0961,PROD061,2025-08-19,Lagos,404,0,1104
SHIP0962,PROD062,2025-08-20,Abuja,411,3,1141
SHIP0963,PROD063,2025-08-21,Port Harcourt,418,6,1178
SHIP0964,PROD064,2025-08-22,Kano,425,9,1215
SHIP0965,PROD065,2025-08-23,Ibadan,432,12,1252
SHIP0966,PROD066,2025-08-24,Lagos,439,15,1289
SHIP0967,PROD067,2025-08-25,Abuja,446,2,1326
SHIP0968,PROD068,2025-08-26,Port Harcourt,453,5,1363
SHIP0969,PROD069,2025-08-27,Kano,460,8,1400
SHIP0970,PROD070,2025-08-28,Ibadan,467,11,1437
SHIP0971,PROD071,2025-08-29,Lagos,474,14,1474
SHIP0972,PROD072,2025-08-30,Abuja,481,1,1511
SHIP0973,PROD073,2025-08-31,Port Harcourt,488,4,1548
SHIP0974,PROD074,2025-09-01,Kano,495,7,1585
SHIP0975,PROD075,2025-09-02,Ibadan,101,10,1622
SHIP0976,PROD076,2025-09-03,Lagos,108,13,1659
SHIP0977,PROD077,2025-09-04,Abuja,115,0,1696
SHIP0978,PROD078,2025-09-05,Port Harcourt,122,3,1733
SHIP0979,PROD079,2025-09-06,Kano,129,6,1770
SHIP0980,PROD080,2025-09-07,Ibadan,136,9,1807
SHIP0981,PROD081,2025-09-08,Lagos,143,12,1844
SHIP0982,PROD082,2025-09-09,Abuja,150,15,1881
SHIP0983,PROD083,2025-09-10,Port Harcourt,157,2,1918
SHIP0984,PROD084,2025-09-11,Kano,164,5,1955
SHIP0985,PROD085,2025-09-12,Ibadan,171,8,1992
SHIP0986,PROD086,2025-09-13,Lagos,178,11,2029
SHIP0987,PROD087,2025-09-14,Abuja,185,14,2066
SHIP0988,PROD088,2025-09-15,Port Harcourt,192,1,2103
SHIP0989,PROD089,2025-09-16,Kano,199,4,2140
SHIP0990,PROD090,2025-09-17,Ibadan,206,7,2177
SHIP0991,PROD091,2025-09-18,Lagos,213,10,2214
SHIP0992,PROD092,2025-09-19,Abuja,220,13,2251
SHIP0993,PROD093,2025-09-20,Port Harcourt,227,0,2288
SHIP0994,PROD094,2025-09-21,Kano,234,3,2325
SHIP0995,PROD095,2025-09-22,Ibadan,241,6,2362
SHIP0996,PROD096,2025-09-23,Lagos,248,9,2399
SHIP0997,PROD097,2025-09-24,Abuja,255,12,2436
SHIP0998,PROD098,2025-09-25,Port Harcourt,262,15,2473
SHIP0999,PROD099,2025-09-26,Kano,269,2,2510
SHIP1000,PROD100,2025-09-27,Ibadan,276,5,2547
